"Ensembl","gene","bp","mu_syn","mu_mis","mu_lof","n_syn","n_mis","n_lof","exp_syn","exp_mis","exp_lof","syn_z","mis_z","lof_z","pLI","pRec","pNull"
"ENSG00000206305",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182359","KBTBD3",1839,5.70816012998e-06,1.42469043083e-05,1.1395002665e-06,73,166,9,64.6976265648,160.063636908,13.4587862834,-0.639893116146845,-0.229505638591319,1.2039361703021,2.5976137143971e-05,0.760114281056092,0.239859742806764
"ENSG00000198899",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178585","CTNNBIP1",246,1.78528920319e-06,3.51266163225e-06,3.92440215616e-07,16,30,3,18.5539222549,35.3362071687,5.12115557746,0.367569049917059,0.4390756843804,0.928492123016453,0.0229867402741806,0.767158227506569,0.20985503221925
"ENSG00000162931","TRIM17",1434,7.52196055381e-06,1.58912524106e-05,9.84249872251e-07,87,167,9,87.3279574081,181.633349171,13.3051416338,0.0217567311865636,0.53108131352148,1.16914246080408,2.40298559120734e-05,0.744751518008637,0.255224452135451
"ENSG00000164483","SAMD3",1563,5.30554427297e-06,1.26589823974e-05,1.61484489983e-06,88,182,13,62.9097046322,144.269512843,22.0752775502,-1.96108501111713,-1.53646179079022,1.91335914846666,1.09707510090606e-06,0.937046699335671,0.0629522035892287
"ENSG00000077312","SNRPA",849,4.87306318327e-06,1.09068537866e-05,4.45352188785e-07,69,80,3,55.9645688866,122.601616206,7.36688971591,-1.08023495227252,1.88189011874045,1.59374860439474,0.0602794492639456,0.868582179789653,0.0711383709464015
"ENSG00000145022","TCTA",312,2.45390227983e-06,4.18642603916e-06,2.52985166462e-07,21,40,3,28.6454166603,48.0841684691,4.04154265877,0.88557059636272,0.5702309589777,0.513207701270228,0.0132648475524679,0.662929242251184,0.323805910196348
"ENSG00000179841","AKAP5",1284,3.43971926506e-06,9.73267671496e-06,4.73066988292e-07,44,106,0,39.39183,110.692355,5.77904409,-0.455171291811198,0.218148698973597,2.38131963768068,0.8411295400862,0.155897518177656,0.00297294173614461
"ENSG00000204160","ZDHHC18",1167,9.38874405299e-06,1.8133725863e-05,1.08039092053e-06,48,84,7,64.5302502557,130.036861464,14.268156838,1.27569600863158,1.97464582386779,1.90603148893783,0.00119784993745536,0.956889606577517,0.0419125434850277
"ENSG00000115310","RTN4",3579,1.68078185653e-05,3.35707832334e-05,1.57301025783e-06,146,419,7,157.423194054,330.743634369,20.0731062755,0.564420608625182,-2.37365166117721,2.89042152730658,0.0108353564169536,0.987249940600313,0.00191470298273314
"ENSG00000119669","IRF2BPL",2391,2.62894946288e-05,4.21759072725e-05,1.11212240797e-06,240,195,0,239.974556367863,384.784518845446,10.4745289584115,-0.00101648394632425,4.73225804414121,3.20595162804836,0.968935346112199,0.0310171328402955,4.75210475054323e-05
"ENSG00000170876","TMEM43",1203,6.20623491916e-06,1.39783042729e-05,1.11801108687e-06,81,182,13,73.0844240797,159.2621116,17.2009059339,-0.57401045042565,-0.881273241695649,1.00336055542035,9.84762662149707e-08,0.520693071272873,0.479306830250861
"ENSG00000102595","UGGT2",4551,1.48931554368e-05,3.92567705108e-05,3.93951356341e-06,152,511,42,169.450012854,435.58156202,58.8948245733,0.831044164205078,-1.76749806894118,2.18074473148911,1.01866409514518e-21,0.535349820839564,0.464650179160436
"ENSG00000101336",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000129559","NEDD8",246,8.53984301765e-07,2.17896423258e-06,3.16777806658e-07,7,5,1,10.6437886388,24.8587087295,5.07771327223,0.692396070125785,1.94817581396724,1.79255409228796,0.429440681272929,0.538251115365261,0.0323082033618102
"ENSG00000186051","TAL2",327,1.21694592245e-06,2.93962205884e-06,1.03636776524e-07,12,43,0,14.20735,33.7256263,1.59332294,0.363048047274574,-0.781125586599554,1.25037881115054,0.488535069507167,0.433253993753419,0.0782109367394149
"ENSG00000137501","SYTL2",3819,1.18983363266e-05,2.99462810581e-05,2.13756480466e-06,149,480,29,139.644667744,343.056374702,29.3949751772,-0.49078912954473,-3.61639137525561,0.0721643911552641,2.11826952070561e-19,0.00337016869433493,0.996629831305665
"ENSG00000006715","VPS41",2565,8.15376739649e-06,2.22626382732e-05,3.01521685403e-06,113,224,21,101.370959886,257.25415398,45.0203533915,-0.716036278390129,1.01410224407485,3.5462111156139,1.16349819146267e-08,0.999858285615403,0.000141702749615159
"ENSG00000041353","RAB27B",657,2.27481243712e-06,6.26016549636e-06,5.05573598669e-07,40,76,1,27.869582,73.024464,7.8237367,-1.42449224442561,-0.170313086398587,2.416600414293,0.687300099985693,0.308462367133436,0.00423753288087063
"ENSG00000203623","C6orf47",885,3.7242605039e-06,9.20572394471e-06,4.96700778225e-07,40,91,2,42.61575,104.7218677,6.04681997,0.248405133889189,0.655861149848054,1.63019697227641,0.16984783307713,0.770769451640348,0.0593827152825224
"ENSG00000143799","PARP1",3045,1.53211013901e-05,3.12925761823e-05,2.45561952264e-06,186,334,11,178.853745067,355.82711835,36.5255539493,-0.331269705940925,0.565969414359782,4.18375673633521,0.00699693078764991,0.992996969322828,6.09988952242332e-06
"ENSG00000137699","TRIM29",1767,1.08446464285e-05,2.22167499043e-05,1.16346424386e-06,113,238,9,124.422021717,250.166067298,16.2770238916,0.634808887253353,0.376230177499269,1.78671803523612,9.16729542241399e-05,0.934953700680467,0.0649546263653089
"ENSG00000081985","IL12RB2",2589,8.78995173227e-06,2.18961796316e-05,2.1014042703e-06,118,264,14,105.878429,254.3747318,30.095793,-0.730307406768711,-0.295184645198633,2.90635842079156,4.50998691872981e-06,0.998044276070487,0.00195121394259452
"ENSG00000137842","TMEM62",1932,7.81359183262e-06,1.81622398611e-05,1.37760560993e-06,69,170,14,69.9243563559,175.153036733,19.668787422,0.0685293096646382,0.190444211974103,1.26616741404604,5.98675580191077e-08,0.654311115659743,0.345688824472699
"ENSG00000115484","CCT4",1620,5.82283608631e-06,1.51607288014e-05,1.74011026364e-06,83,148,1,67.0425119523,167.115910896,24.6931802216,-1.20820016480585,0.72327311500428,4.72307197834714,0.999184050209255,0.000815948486535998,1.30420898401687e-09
"ENSG00000148229","POLE3",444,2.75433553747e-06,5.52727180821e-06,2.84546608999e-07,26,46,2,25.555397838,51.3013394234,4.02666657648,-0.0545227272159443,0.362024346799377,1.00045865505573,0.0777453985625654,0.751043147179803,0.171211454257632
"ENSG00000175066","GK5",1590,5.61795055156e-06,1.41937107693e-05,1.68140534871e-06,61,99,5,60.4521752853,145.6968633,23.5318887038,-0.0436798720617719,1.89225360024968,3.7842605467114,0.519887601252046,0.480081245226539,3.11535214146593e-05
"ENSG00000129152","MYOD1",963,1.20370249451e-05,2.02022624284e-05,3.43818419891e-07,65,136,6,114.237632673,191.523607454,4.1779178345,2.8558921184014,1.96237887483754,-0.883034540011145,2.68321885548831e-05,0.179408522932306,0.820564644879139
"ENSG00000143545","RAB13",612,2.85967317874e-06,6.81265515949e-06,6.86873037857e-07,24,50,2,34.1227446712,77.2707775855,10.8613654345,1.07430008218801,1.51742194020395,2.66347189862378,0.57012570509712,0.427392688204975,0.00248160669790474
"ENSG00000092470","WDR76",1881,7.49293722443e-06,1.71484358438e-05,1.71967520347e-06,94,207,9,90.0368496656,198.726687509,24.7275150244,-0.258928493617181,-0.287056333555747,3.13299428762772,0.00230519074795657,0.996954003731795,0.000740805520248048
"ENSG00000215522","DDR1",2760,1.49838649805e-05,3.61309278261e-05,2.1903728967e-06,133,291,9,172.953095014,408.765110627,31.3182931342,1.88337053719134,2.84902437099606,3.95049589223777,0.0264778570642852,0.973501139528955,2.1003406759627e-05
"ENSG00000100814","CCNB1IP1",834,2.62429161828e-06,8.18600513947e-06,8.19878081633e-07,36,84,3,30.991055,94.0064318,10.54667891,-0.557799352289617,0.50479697960031,2.30190660323221,0.183416412334859,0.804635076058632,0.011948511606509
"ENSG00000119688","ABCD4",1821,9.74591956557e-06,2.06216937227e-05,1.93518554379e-06,121,210,17,111.759508758,229.750738359,28.029665576,-0.541879480957001,0.637338958633451,2.06368336417564,1.39849213579456e-08,0.943627528579004,0.0563724574360747
"ENSG00000155622",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163823","CCR1",1068,4.9126293288e-06,1.07263148337e-05,5.75529177516e-07,54,87,0,56.08021,121.950424,6.93996217,0.172207403417807,1.54802174772228,2.60956572237336,0.891828751553939,0.10707654442346,0.00109470402260091
"ENSG00000170989","S1PR1",1149,6.86499323206e-06,1.46513199732e-05,4.60397191153e-07,71,66,1,78.2009,166.4216052,5.63549262,0.504812805005573,3.80748989593043,1.93428124819781,0.484814894860016,0.493241676338834,0.02194342880115
"ENSG00000132470","ITGB4",5469,3.75542422966e-05,7.82365846121e-05,4.37107178144e-06,363,709,29,399.722246918,825.233819968,61.5591582667,1.13867300068788,1.97906669135612,4.11070660137043,1.05348780207872e-11,0.999990674499279,9.32549018643716e-06
"ENSG00000154710",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000161955","TNFSF13",753,3.23297614691e-06,7.47251022362e-06,7.80055226344e-07,33,70,1,37.4509955291,83.4629112889,10.9596652261,0.450894904101219,0.720789870743694,2.98013399843368,0.877768012752006,0.121921073064551,0.000310914183443104
"ENSG00000182118","FAM89A",555,5.77011694124e-06,9.44220777803e-06,3.37404617934e-07,22,42,3,27.8379291786,48.2511802251,3.47406140871,0.685945859253839,0.440174104895501,0.251944887185406,0.0096405423416975,0.595717236988232,0.394642220670071
"ENSG00000162739","SLAMF6",999,3.71751015116e-06,8.06416311239e-06,8.45858543779e-07,44,86,3,45.472939,94.7214163,12.93652505,0.135412261985803,0.438308162394317,2.73662580382915,0.356879514961895,0.640484924013399,0.0026355610247057
"ENSG00000065054","SLC9A3R2",1014,8.27180093938e-06,1.75943956536e-05,1.03039353355e-06,59,128,4,49.1546237876,107.528035807,9.03637574224,-0.870562034108268,-0.965641512314139,1.65962767062526,0.0227037623698413,0.911511791936168,0.0657844456939909
"ENSG00000164733",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212864","RNF208",786,5.79421297888e-06,1.15112338832e-05,2.73221901539e-07,73,91,0,49.9177713602475,98.8580599230935,2.65555025379634,-2.02534789735271,0.386567872673225,1.61423564993867,0.603529096049194,0.359758913999892,0.0367119899509136
"ENSG00000198939","ZFP2",1386,4.09360769479e-06,1.13054560567e-05,1.16790435307e-06,46,161,16,46.80053,128.5123142,13.6516921,0.072544020291172,-1.40172586365917,-0.62958085078707,5.6203288384679e-12,0.0157786554975017,0.984221344496878
"ENSG00000124164","VAPB",732,3.0608304132e-06,7.25586369111e-06,6.05936011673e-07,29,59,1,34.2518330781,79.630949759,8.49986513626,0.556311741013847,1.13082328231181,2.54822121612093,0.739723829926661,0.257812790747704,0.00246337932563559
"ENSG00000169951","ZNF764",1227,1.05615181618e-05,2.16552055507e-05,6.9740371875e-07,78,188,10,95.6781828993,195.901472588,7.2016666204,1.12041923213115,0.276125903291919,-1.03293400493156,3.06788723152273e-08,0.0484902553029503,0.951509714018177
"ENSG00000187003","ACTL7A",1308,7.76211398232e-06,1.55660947859e-05,6.80003503386e-07,99,198,8,88.36547,176.78614,8.12367776,-0.701336517876491,-0.780392172226445,0.0429838127008823,6.78270698204256e-06,0.280593404643285,0.719399812649733
"ENSG00000198887","SMC5",3306,1.14356282363e-05,3.01037044219e-05,3.37444385773e-06,123,339,8,130.570008506,333.85494868,47.0030653589,0.410698997650499,-0.137730901829092,5.63540783642103,0.980364885210913,0.0196351147459722,4.31147357842747e-11
"ENSG00000164600","NEUROD6",1014,4.51261277093e-06,9.21238961414e-06,6.47472342471e-07,53,65,1,51.54794,104.7973949,7.75509248,-0.125380030072617,1.90149840937603,2.40285465112471,0.681645767008427,0.313880356697681,0.00447387629389159
"ENSG00000124406","ATP8A1",3495,1.31322957961e-05,3.09300529708e-05,4.07312804854e-06,144,251,8,157.059226894,349.591040198,59.3797284194,0.646002768517331,2.57913225528492,6.60484160281378,0.999804445776751,0.000195554223248747,5.57727346986793e-16
"ENSG00000166974","MAPRE2",984,4.67903578265e-06,9.70441978058e-06,1.11212738059e-06,49,38,1,53.5806401856,109.299740824,14.944294837,0.387946367868219,3.33575903166882,3.57312768645249,0.96964473730636,0.0303461554802575,9.10721338289419e-06
"ENSG00000140650","PMM2",741,3.97218680232e-06,8.01598015977e-06,7.5936935861e-07,51,121,13,41.6323536674,81.5446180704,10.388362096,-0.90004593869817,-2.13710074824036,-0.802655376285932,4.03082648601013e-10,0.0272382688417074,0.97276173075521
"ENSG00000184787","UBE2G2",498,3.17360105051e-06,5.81493065199e-06,6.49122084348e-07,27,29,2,34.1334723068,62.1516409998,7.22377460236,0.75693751026402,2.05681470595362,1.92527177655994,0.247416499355309,0.72297777615621,0.029605724488481
"ENSG00000132475","H3F3B",411,3.10179408272e-06,6.7032756538e-06,3.77307944686e-07,64,4,0,34.7730202311,73.3838495642,5.21272157956,-3.07264351675926,3.96163628943141,2.26163218001763,0.809724779677426,0.185480954968376,0.00479426535419747
"ENSG00000162704","ARPC5",465,2.79332580047e-06,5.50723439869e-06,2.69625579652e-07,25,32,0,31.8319203128,61.7604137645,4.63629682219,0.750690428720764,1.85225284743039,2.13292368740929,0.772685974822978,0.219579286090528,0.00773473908649371
"ENSG00000180694","TMEM64",1143,1.00349920183e-05,1.76087221414e-05,5.06051710058e-07,39,66,2,79.9583035533,142.873759943,5.82756709561,2.83961626645397,3.14570893674408,1.57061186703969,0.157412876273051,0.775384535228327,0.0672025884986212
"ENSG00000175305","CCNE2",1215,3.33161031525e-06,9.06142903919e-06,1.11291466968e-06,39,89,4,42.0398895217,106.392766606,17.1168559568,0.290654160064041,0.824764316842802,3.14056298500092,0.338179975892655,0.661197446183618,0.000622577923726904
"ENSG00000096006","CRISP3",807,2.82575149606e-06,6.39229368117e-06,9.0048445116e-07,44,93,8,34.119707,72.175284,12.70184343,-1.04861607567778,-1.1989509239239,1.30684614461604,0.000109838277984035,0.820000954283913,0.179889207438103
"ENSG00000196810",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000107566","ERLIN1",1047,3.56205697346e-06,9.11929092551e-06,9.7939105718e-07,47,75,1,39.4923773607,93.3540948547,12.671585068,-0.740619384823511,0.929143176042027,3.24791028613882,0.931709473902675,0.0682211462343103,6.93798630143403e-05
"ENSG00000134588","USP26",2742,8.82256961316e-06,2.14195615653e-05,1.39966655314e-06,79,195,5,69.16061,167.3786503,11.28464346,-0.73347986367994,-1.04426441540043,1.85321772308402,0.0104943799173462,0.945441772871432,0.0440638472112217
"ENSG00000136982","DSCC1",1182,5.46192707896e-06,1.13556136419e-05,9.57972454089e-07,35,102,5,52.8744236207,112.31631674,13.303002796,1.52390753856219,0.476122840716099,2.25501817336936,0.0227186261604573,0.962112287615065,0.0151690862244777
"ENSG00000184792","OSBP2",2751,1.93493996317e-05,3.70353145608e-05,2.16399172536e-06,178,264,8,207.25377355,392.268518511,27.7682181506,1.259738710333,3.16770517523051,3.71606405116703,0.0361487444611796,0.963786474207338,6.47813314823687e-05
"ENSG00000167994","RAB3IL1",1149,7.10837376126e-06,1.48473134351e-05,1.23359007175e-06,60,144,7,63.2722493683,129.626117495,13.5398373518,0.255028838776808,-0.617511164609384,1.76055636039404,0.000894540821499919,0.938334548644554,0.0607709105339456
"ENSG00000151746","BICD1",2928,1.25054781764e-05,2.90167063566e-05,2.09986489421e-06,134,248,7,141.53392806,326.225128702,27.3887367521,0.392589864975447,2.11838033444,3.8591704676627,0.144785241366813,0.855182129176946,3.26294562412035e-05
"ENSG00000065613","SLK",3708,1.12311071785e-05,3.13333650452e-05,3.33461597442e-06,135,285,10,132.63540783,356.789951933,44.5944750114,-0.127285053058989,1.85897705333847,5.13163723554762,0.428398338221419,0.571601640436051,2.13425302578809e-08
"ENSG00000104320","NBN",2265,7.49686100227e-06,1.80692693946e-05,1.8130464219e-06,101,235,19,89.3821188725,205.904612474,26.3615192025,-0.761817633666932,-0.991762734434191,1.4202731756321,1.74403595456629e-10,0.594331223102722,0.405668776722875
"ENSG00000163125","RPRD2",4386,1.68970176215e-05,4.06925080534e-05,2.52598811802e-06,187,385,0,185.806978371,444.278816876,29.8647162558,-0.0542573847832871,1.37558700227752,5.41338501650552,0.999977310558099,2.26894408560688e-05,1.04472882090676e-12
"ENSG00000146426","TIAM2",5106,2.47268218668e-05,5.28450789179e-05,3.86410869159e-06,301,568,13,288.808977533,605.703655886,53.3864299342,-0.444716685243707,0.749325168805226,5.47532280631976,0.124829516016011,0.87517048105258,2.93140865080266e-09
"ENSG00000128683","GAD1",1785,8.32636330034e-06,1.88340745636e-05,1.51644438105e-06,96,139,4,97.3878649596,213.44326296,23.0103505019,0.0871851930843449,2.49230298125075,3.92570990201088,0.82254015260978,0.177452792547152,7.05484306804972e-06
"ENSG00000116030","SUMO1",306,8.27390608043e-07,2.24003068986e-06,3.0453368466e-07,9,8,0,10.6723223304,25.4259635482,5.05917618567,0.317350647604747,1.69034147410236,2.22807387752651,0.80037401914066,0.194175602280808,0.00545037857853205
"ENSG00000128573","FOXP2",2223,7.58892524886e-06,1.87777128217e-05,2.81364073912e-06,109,169,5,91.4967253307,216.066203902,38.1942233474,-1.1343990606166,1.56614581641911,5.32051097652505,0.996178831092855,0.00382116881276149,9.43833931347474e-11
"ENSG00000143199","ADCY10",4833,1.66123474069e-05,4.18779451215e-05,4.21230309564e-06,205,516,47,199.79807325,484.38040418,60.6800388508,-0.228147502556285,-0.702715464397918,1.73961894959686,5.85120000034897e-26,0.0600953778661287,0.939904622133871
"ENSG00000141084","RANBP10",1863,1.03299276404e-05,2.19687510894e-05,1.66807725685e-06,76,179,3,108.417942681,225.767064446,22.4776374244,1.93011797221735,1.52239228751102,4.06959038724945,0.951824229348564,0.0481745902198399,1.18043159588843e-06
"ENSG00000168646","AXIN2",2532,1.53933366398e-05,3.15300870735e-05,1.67678493425e-06,168,340,6,169.930173683,345.1540569,22.3774969804,0.091794463778478,0.13569466870346,3.42950578565853,0.119052193328808,0.880718365556729,0.000229441114462421
"ENSG00000014914","MTMR11",2130,7.75593306687e-06,2.06965146547e-05,2.51410663553e-06,108,225,24,90.7411646062,229.009326579,33.6871033023,-1.12320468690386,0.129586106626035,1.65330050393515,7.32567938847539e-13,0.614341170755124,0.385658829244144
"ENSG00000106278","PTPRZ1",6948,2.35375055238e-05,5.67371012537e-05,4.21830649855e-06,280,709,10,277.433788122,650.883554829,59.366225873,-0.0955125130895546,-1.11420084354174,6.34672854483378,0.994707963074545,0.00529203692538452,7.09193319062453e-14
"ENSG00000197756","RPL37A",279,1.70750446392e-06,3.69351061258e-06,3.5316579311e-07,17,28,4,20.6616348579,42.9855714423,5.62509629492,0.499392054035784,1.11796547700992,0.678740542287366,0.00477076544447004,0.686014766378007,0.309214468177523
"ENSG00000185527","PDE6G",264,1.30812092161e-06,2.66296788998e-06,2.68566982356e-07,15,33,3,15.6747370641,30.7960140142,4.17015795086,0.105653952813596,-0.19425796801364,0.567620325843204,0.014216424092894,0.677118685905428,0.308664890001678
